match_id,first_to_serve,home_team_seed,away_team_seed,custom_id,winner_code,default_period_count,start_datetime,match_slug,final_result_only,round_id,name,slug,cup_round_type,season_id,year,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type,city,stadium,venue_id,country
11701608,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701609,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701610,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701611,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701612,,,,,,,,,,,,,,,,,,,,,,121893.0,"S. Margherita Di Pula, Singles, M-ITF-ITA-27A",s-margherita-di-pula-singles-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701613,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701614,,,,,,,,,,,,,,,,,,,,,,121893.0,"S. Margherita Di Pula, Singles, M-ITF-ITA-27A",s-margherita-di-pula-singles-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701615,,,,,,,,,,,,,,,,,,,,,,121893.0,"S. Margherita Di Pula, Singles, M-ITF-ITA-27A",s-margherita-di-pula-singles-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701616,,,,,,,,,,,,,,,,,,,,,,121893.0,"S. Margherita Di Pula, Singles, M-ITF-ITA-27A",s-margherita-di-pula-singles-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701617,,,,,,,,,,,,,,,,,,,,,,121844.0,"S. Margherita Di Pula, Singles Q, M-ITF-ITA-27A",s-margherita-di-pula-singles-q-m-itf-ita-27a,,ITF Men,itf-men,2.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701626,,,,,,,,,,,,,,,,,,,,,,121860.0,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701627,,,,,,,,,,,,,,,,,,,,,,121860.0,"Reims, Singles Qualifying, W-ITF-FRA-20A",reims-singles-qualifying-w-itf-fra-20a,,ITF Women,itf-women,19.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701631,,,,,,,,,,,,,,,,,,,,,,121856.0,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701632,,,,,,,,,,,,,,,,,,,,,,121856.0,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701633,,,,,,,,,,,,,,,,,,,,,,121856.0,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701634,,,,,,,,,,,,,,,,,,,,,,121856.0,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701635,,,,,,,,,,,,,,,,,,,,,,121856.0,"Nevers, Singles Qualifying, M-ITF-FRA-18A",nevers-singles-qualifying-m-itf-fra-18a,,ITF Men,itf-men,10.0,Hardcourt indoor,,False,False,False,False,0.0,2.0,,,,
11701640,,,,,,,,,,,,,,,,,,,,,,121866.0,"Lisbon, Portugal, Qualifying",lisbon-portugal-qualifying,,Challenger,challenger,99.0,Red clay,75.0,False,False,False,False,0.0,2.0,,,,
11701643,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701645,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701646,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701648,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701651,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701653,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701655,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701656,,,,,,,,,,,,,,,,,,,,,,121894.0,"Doha, Singles Qualifying, M-ITF-QAT-03A",doha-singles-qualifying-m-itf-qat-03a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701661,,,,,,,,,,,,,,,,,,,,,,121859.0,"Baza, Singles Qualifying, W-ITF-ESP-35A",baza-singles-qualifying-w-itf-esp-35a,,ITF Women,itf-women,14.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701662,,,,,,,,,,,,,,,,,,,,,,121859.0,"Baza, Singles Qualifying, W-ITF-ESP-35A",baza-singles-qualifying-w-itf-esp-35a,,ITF Women,itf-women,14.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701666,,,,,,,,,,,,,,,,,,,,,,121855.0,"Alicante, Spain, Qualifying",alicante-spain-qualifying,,Challenger,challenger,136.0,Hardcourt outdoor,100.0,False,False,False,False,0.0,2.0,,,,
11701667,,,,,,,,,,,,,,,,,,,,,,121877.0,"Mendoza, Singles Qualifying, M-ITF-ARG-08A",mendoza-singles-qualifying-m-itf-arg-08a,,ITF Men,itf-men,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701668,,,,,,,,,,,,,,,,,,,,,,121872.0,"Campinas, Brazil, Qualifying",campinas-brazil-qualifying,,Challenger,challenger,209.0,Red clay,100.0,False,False,False,False,0.0,2.0,,,,
11701680,,,,,,,,,,,,,,,,,,,,,,121896.0,"S. Margherita Di Pula, Singles Qual, W-ITF-ITA-22A",s-margherita-di-pula-singles-qual-w-itf-ita-22a,,ITF Women,itf-women,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701681,,,,,,,,,,,,,,,,,,,,,,121896.0,"S. Margherita Di Pula, Singles Qual, W-ITF-ITA-22A",s-margherita-di-pula-singles-qual-w-itf-ita-22a,,ITF Women,itf-women,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701682,,,,,,,,,,,,,,,,,,,,,,121896.0,"S. Margherita Di Pula, Singles Qual, W-ITF-ITA-22A",s-margherita-di-pula-singles-qual-w-itf-ita-22a,,ITF Women,itf-women,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701683,,,,,,,,,,,,,,,,,,,,,,121896.0,"S. Margherita Di Pula, Singles Qual, W-ITF-ITA-22A",s-margherita-di-pula-singles-qual-w-itf-ita-22a,,ITF Women,itf-women,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701684,,,,,,,,,,,,,,,,,,,,,,121896.0,"S. Margherita Di Pula, Singles Qual, W-ITF-ITA-22A",s-margherita-di-pula-singles-qual-w-itf-ita-22a,,ITF Women,itf-women,12.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701689,,,,,,,,,,,,,,,,,,,,,,121855.0,"Alicante, Spain, Qualifying",alicante-spain-qualifying,,Challenger,challenger,136.0,Hardcourt outdoor,100.0,False,False,False,False,0.0,2.0,,,,
11701697,,,,,,,,,,,,,,,,,,,,,,121863.0,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701698,,,,,,,,,,,,,,,,,,,,,,121863.0,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701699,,,,,,,,,,,,,,,,,,,,,,121863.0,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701700,,,,,,,,,,,,,,,,,,,,,,121863.0,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701701,,,,,,,,,,,,,,,,,,,,,,121863.0,"Lisbon, Singles Qualifying, W-ITF-POR-13A",lisbon-singles-qualifying-w-itf-por-13a,,ITF Women,itf-women,18.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701702,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701703,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701704,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701705,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701706,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701707,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701708,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701709,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701710,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701711,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701712,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701713,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701714,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701715,,,,,,,,,,,,,,,,,,,,,,121850.0,"Bad Waltersdorf, Singles Qualifying, W-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-w-itf-aut-09a,,ITF Women,itf-women,11.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701716,,,,,,,,,,,,,,,,,,,,,,121853.0,"Bad Waltersdorf, Singles Qualifying, M-ITF-AUT-09A",bad-waltersdorf-singles-qualifying-m-itf-aut-09a,,ITF Men,itf-men,5.0,Red clay,,False,False,False,False,0.0,2.0,,,,
11701717,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701718,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701719,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701720,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701721,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701722,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701723,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701724,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701725,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701726,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701727,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701728,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701729,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701730,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701731,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701732,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701733,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701734,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701735,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701736,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701737,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701738,,,,,,,,,,,,,,,,,,,,,,121870.0,"Monastir, Singles Qualifying, W-ITF-TUN-42A",monastir-singles-qualifying-w-itf-tun-42a,,ITF Women,itf-women,12.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701739,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701740,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701741,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
11701742,,,,,,,,,,,,,,,,,,,,,,121868.0,"Monastir, Singles Qualifying, M-ITF-TUN-46A",monastir-singles-qualifying-m-itf-tun-46a,,ITF Men,itf-men,7.0,Hardcourt outdoor,,False,False,False,False,0.0,2.0,,,,
